name,whitelist,count
SRR11357695_3,v2,77
SRR11357695_3,v3,0
SRR11357696_1,arc,0
SRR11357696_1,v1,0
SRR11357696_1,v2,0
SRR11357696_1,v3,0
SRR11357696_2,arc,190
SRR11357696_2,v1,464
SRR11357696_2,v2,193770
SRR11357696_2,v3,19601
SRR11357696_3,arc,1
SRR11357696_3,v1,1
SRR11357696_3,v2,81
SRR11357696_3,v3,1
SRR11357697_1,arc,0
SRR11357697_1,v1,0
SRR11357697_1,v2,0
SRR11357697_1,v3,0
SRR11357697_2,arc,183
SRR11357697_2,v1,562
SRR11357697_2,v2,193193
SRR11357697_2,v3,20911
SRR11357697_3,arc,0
SRR11357697_3,v1,4
SRR11357697_3,v2,68
SRR11357697_3,v3,3
SRR11282781_1,arc,0
SRR11282781_1,v1,0
SRR11282781_1,v2,0
SRR11282781_1,v3,0
SRR11282782_1,arc,0
SRR11282782_1,v1,0
SRR11282782_1,v2,0
SRR11282782_1,v3,0
SRR11282783_1,arc,236
SRR11282783_1,v1,401
SRR11282783_1,v2,3016
SRR11282783_1,v3,193645
SRR11282784_2,arc,27
SRR11282784_2,v1,574
SRR11282784_2,v2,20
SRR11282784_2,v3,276
SRR11282785_1,arc,278
SRR11282785_1,v1,420
SRR11282785_1,v2,3071
SRR11282785_1,v3,193530
SRR11282786_2,arc,23
SRR11282786_2,v1,631
SRR11282786_2,v2,32
SRR11282786_2,v3,263
SRR11282787_1,arc,0
SRR11282787_1,v1,0
SRR11282787_1,v2,0
SRR11282787_1,v3,0
SRR11282788_1,arc,239
SRR11282788_1,v1,408
SRR11282788_1,v2,3089
SRR11282788_1,v3,193593
SRR11282789_2,arc,31
SRR11282789_2,v1,603
SRR11282789_2,v2,24
SRR11282789_2,v3,274
SRR11282790_1,arc,0
SRR11282790_1,v1,0
SRR11282790_1,v2,0
SRR11282790_1,v3,0
SRR11282791_1,arc,254
SRR11282791_1,v1,440
SRR11282791_1,v2,3109
SRR11282791_1,v3,193636
SRR11282792_2,arc,20
SRR11282792_2,v1,632
SRR11282792_2,v2,32
SRR11282792_2,v3,277
SRR11282793_1,arc,0
SRR11282793_1,v1,0
SRR11282793_1,v2,0
SRR11282793_1,v3,0
SRR11282794_1,arc,0
SRR11282794_1,v1,0
SRR11282794_1,v2,0
SRR11282794_1,v3,0
SRR11282795_1,arc,200
SRR11282795_1,v1,783
SRR11282795_1,v2,2839
SRR11282795_1,v3,192444
SRR11282796_2,arc,25
SRR11282796_2,v1,598
SRR11282796_2,v2,18
SRR11282796_2,v3,277
SRR11282797_1,arc,183
SRR11282797_1,v1,821
SRR11282797_1,v2,2765
SRR11282797_1,v3,192428
SRR11282798_2,arc,28
SRR11282798_2,v1,573
SRR11282798_2,v2,32
SRR11282798_2,v3,316
SRR11282799_1,arc,0
SRR11282799_1,v1,0
SRR11282799_1,v2,0
SRR11282799_1,v3,0
SRR11282800_1,arc,189
SRR11282800_1,v1,817
SRR11282800_1,v2,2945
SRR11282800_1,v3,192611
SRR11282801_2,arc,24
SRR11282801_2,v1,648
SRR11282801_2,v2,24
SRR11282801_2,v3,253
SRR11282802_1,arc,0
SRR11282802_1,v1,0
SRR11282802_1,v2,0
SRR11282802_1,v3,0
SRR11282803_1,arc,173
SRR11282803_1,v1,802
SRR11282803_1,v2,2855
SRR11282803_1,v3,192555
SRR11282804_2,arc,23
SRR11282804_2,v1,587
SRR11282804_2,v2,36
SRR11282804_2,v3,300
SRR11392706_1,arc,0
SRR11392706_1,v1,0
SRR11392706_1,v2,0
SRR11392706_1,v3,0
SRR11392706_2,arc,309
SRR11392706_2,v1,388
SRR11392706_2,v2,191135
SRR11392706_2,v3,19342
SRR11392706_3,arc,70
SRR11392706_3,v1,522
SRR11392706_3,v2,40
SRR11392706_3,v3,306
SRR11392707_1,arc,0
SRR11392707_1,v1,0
SRR11392707_1,v2,0
SRR11392707_1,v3,0
SRR11392707_2,arc,266
SRR11392707_2,v1,396
SRR11392707_2,v2,191093
SRR11392707_2,v3,19332
SRR11392707_3,arc,89
SRR11392707_3,v1,522
SRR11392707_3,v2,34
SRR11392707_3,v3,326
SRR11392708_1,arc,0
SRR11392708_1,v1,0
SRR11392708_1,v2,0
SRR11392708_1,v3,0
SRR11392708_2,arc,198
SRR11392708_2,v1,546
SRR11392708_2,v2,190792
SRR11392708_2,v3,20455
SRR11392708_3,arc,80
SRR11392708_3,v1,539
SRR11392708_3,v2,34
SRR11392708_3,v3,327
SRR11392709_1,arc,0
SRR11392709_1,v1,0
SRR11392709_1,v2,0
SRR11392709_1,v3,0
SRR11392709_2,arc,191
SRR11392709_2,v1,521
SRR11392709_2,v2,190780
SRR11392709_2,v3,20277
SRR11392709_3,arc,54
SRR11392709_3,v1,510
SRR11392709_3,v2,36
SRR11392709_3,v3,324
SRR11392710_1,arc,0
SRR11392710_1,v1,0
SRR11392710_1,v2,0
SRR11392710_1,v3,0
SRR11392710_2,arc,185
SRR11392710_2,v1,565
SRR11392710_2,v2,191230
SRR11392710_2,v3,20588
SRR11392710_3,arc,74
SRR11392710_3,v1,607
SRR11392710_3,v2,39
SRR11392710_3,v3,332
SRR11392711_1,arc,0
SRR11392711_1,v1,0
SRR11392711_1,v2,0
SRR11392711_1,v3,0
SRR11392711_2,arc,178
SRR11392711_2,v1,563
SRR11392711_2,v2,191336
SRR11392711_2,v3,20646
SRR11392711_3,arc,74
SRR11392711_3,v1,472
SRR11392711_3,v2,28
SRR11392711_3,v3,358
SRR11392712_1,arc,0
SRR11392712_1,v1,0
SRR11392712_1,v2,0
SRR11392712_1,v3,0
SRR11392712_2,arc,309
SRR11392712_2,v1,693
SRR11392712_2,v2,191371
SRR11392712_2,v3,19784
SRR11392712_3,arc,56
SRR11392712_3,v1,543
SRR11392712_3,v2,37
SRR11392712_3,v3,351
SRR11392713_1,arc,0
SRR11392713_1,v1,0
SRR11392713_1,v2,0
SRR11392713_1,v3,0
SRR11392713_2,arc,320
SRR11392713_2,v1,701
SRR11392713_2,v2,191487
SRR11392713_2,v3,19589
SRR11392713_3,arc,65
SRR11392713_3,v1,502
SRR11392713_3,v2,43
SRR11392713_3,v3,329
SRR11427537_1,arc,255
SRR11427537_1,v1,792
SRR11427537_1,v2,192737
SRR11427537_1,v3,19027
SRR11427537_2,arc,0
SRR11427537_2,v1,0
SRR11427537_2,v2,0
SRR11427537_2,v3,0
SRR11427537_3,arc,25
SRR11427537_3,v1,534
SRR11427537_3,v2,86
SRR11427537_3,v3,348
SRR11427538_1,arc,66
SRR11427538_1,v1,546
SRR11427538_1,v2,193242
SRR11427538_1,v3,19331
SRR11427538_2,arc,0
SRR11427538_2,v1,0
SRR11427538_2,v2,0
SRR11427538_2,v3,0
SRR11427538_3,arc,28
SRR11427538_3,v1,540
SRR11427538_3,v2,90
SRR11427538_3,v3,347
SRR11427539_1,arc,165
SRR11427539_1,v1,467
SRR11427539_1,v2,192652
SRR11427539_1,v3,21091
SRR11427539_2,arc,0
SRR11427539_2,v1,0
SRR11427539_2,v2,0
SRR11427539_2,v3,0
SRR11427539_3,arc,27
SRR11427539_3,v1,559
SRR11427539_3,v2,104
SRR11427539_3,v3,375
SRR11427540_1,arc,381
SRR11427540_1,v1,253
SRR11427540_1,v2,191645
SRR11427540_1,v3,20592
SRR11427540_2,arc,0
SRR11427540_2,v1,0
SRR11427540_2,v2,0
SRR11427540_2,v3,0
SRR11427540_3,arc,24
SRR11427540_3,v1,558
SRR11427540_3,v2,83
SRR11427540_3,v3,354
SRR11428702_1,arc,0
SRR11428702_1,v1,0
SRR11428702_1,v2,0
SRR11428702_1,v3,0
SRR11428702_2,arc,263
SRR11428702_2,v1,786
SRR11428702_2,v2,3678
SRR11428702_2,v3,193585
SRR11428702_3,arc,26
SRR11428702_3,v1,454
SRR11428702_3,v2,27
SRR11428702_3,v3,289
SRR11428703_1,arc,0
SRR11428703_1,v1,0
SRR11428703_1,v2,0
SRR11428703_1,v3,0
SRR11428703_2,arc,261
SRR11428703_2,v1,810
SRR11428703_2,v2,3524
SRR11428703_2,v3,191615
SRR11428703_3,arc,22
SRR11428703_3,v1,513
SRR11428703_3,v2,23
SRR11428703_3,v3,288
SRR11428704_1,arc,0
SRR11428704_1,v1,0
SRR11428704_1,v2,0
SRR11428704_1,v3,0
SRR11428704_2,arc,74
SRR11428704_2,v1,579
SRR11428704_2,v2,3487
SRR11428704_2,v3,194082
SRR11428704_3,arc,25
SRR11428704_3,v1,542
SRR11428704_3,v2,33
SRR11428704_3,v3,318
SRR11449097_1,arc,0
SRR11449097_1,v1,0
SRR11449097_1,v2,0
SRR11449097_1,v3,0
SRR11449097_2,arc,337
SRR11449097_2,v1,616
SRR11449097_2,v2,192911
SRR11449097_2,v3,19239
SRR11449097_3,arc,25
SRR11449097_3,v1,549
SRR11449097_3,v2,33
SRR11449097_3,v3,272
SRR11449098_1,arc,0
SRR11449098_1,v1,0
SRR11449098_1,v2,0
SRR11449098_1,v3,0
SRR11449098_2,arc,338
SRR11449098_2,v1,608
SRR11449098_2,v2,192807
SRR11449098_2,v3,19624
SRR11449098_3,arc,25
SRR11449098_3,v1,605
SRR11449098_3,v2,40
SRR11449098_3,v3,297
SRR11449099_1,arc,0
SRR11449099_1,v1,0
SRR11449099_1,v2,0
SRR11449099_1,v3,0
SRR11449099_2,arc,318
SRR11449099_2,v1,588
SRR11449099_2,v2,193283
SRR11449099_2,v3,19557
SRR11449099_3,arc,24
SRR11449099_3,v1,586
SRR11449099_3,v2,42
SRR11449099_3,v3,260
SRR11449100_1,arc,0
SRR11449100_1,v1,0
SRR11449100_1,v2,0
SRR11449100_1,v3,0
SRR11449100_2,arc,325
SRR11449100_2,v1,543
SRR11449100_2,v2,192797
SRR11449100_2,v3,19547
SRR11449100_3,arc,26
SRR11449100_3,v1,585
SRR11449100_3,v2,24
SRR11449100_3,v3,273
SRR11449101_1,arc,0
SRR11449101_1,v1,0
SRR11449101_1,v2,0
SRR11449101_1,v3,0
SRR11449101_2,arc,392
SRR11449101_2,v1,621
SRR11449101_2,v2,191401
SRR11449101_2,v3,19873
SRR11449101_3,arc,24
SRR11449101_3,v1,630
SRR11449101_3,v2,32
SRR11449101_3,v3,293
SRR11449102_1,arc,0
SRR11449102_1,v1,0
SRR11449102_1,v2,0
SRR11449102_1,v3,0
SRR11449102_2,arc,351
SRR11449102_2,v1,614
SRR11449102_2,v2,191124
SRR11449102_2,v3,19802
SRR11449102_3,arc,30
SRR11449102_3,v1,615
SRR11449102_3,v2,39
SRR11449102_3,v3,295
SRR11449103_1,arc,0
SRR11449103_1,v1,0
SRR11449103_1,v2,0
SRR11449103_1,v3,0
SRR11449103_2,arc,364
SRR11449103_2,v1,622
SRR11449103_2,v2,191375
SRR11449103_2,v3,19573
SRR11449103_3,arc,27
SRR11449103_3,v1,637
SRR11449103_3,v2,32
SRR11449103_3,v3,330
SRR11449104_1,arc,0
SRR11449104_1,v1,0
SRR11449104_1,v2,0
SRR11449104_1,v3,0
SRR11449104_2,arc,368
SRR11449104_2,v1,596
SRR11449104_2,v2,191270
SRR11449104_2,v3,19596
SRR11449104_3,arc,29
SRR11449104_3,v1,609
SRR11449104_3,v2,30
SRR11449104_3,v3,262
SRR11449105_1,arc,0
SRR11449105_1,v1,0
SRR11449105_1,v2,0
SRR11449105_1,v3,0
SRR11449105_2,arc,277
SRR11449105_2,v1,755
SRR11449105_2,v2,189279
SRR11449105_2,v3,20259
SRR11449105_3,arc,26
SRR11449105_3,v1,562
SRR11449105_3,v2,39
SRR11449105_3,v3,297
SRR11449106_1,arc,0
SRR11449106_1,v1,0
SRR11449106_1,v2,0
SRR11449106_1,v3,0
SRR11449106_2,arc,255
SRR11449106_2,v1,704
SRR11449106_2,v2,188419
SRR11449106_2,v3,20068
SRR11449106_3,arc,28
SRR11449106_3,v1,560
SRR11449106_3,v2,41
SRR11449106_3,v3,335
SRR11449107_1,arc,0
SRR11449107_1,v1,0
SRR11449107_1,v2,0
SRR11449107_1,v3,0
SRR11449107_2,arc,240
SRR11449107_2,v1,749
SRR11449107_2,v2,188649
SRR11449107_2,v3,20202
SRR11449107_3,arc,27
SRR11449107_3,v1,576
SRR11449107_3,v2,41
SRR11449107_3,v3,310
SRR11449108_1,arc,0
SRR11449108_1,v1,0
SRR11449108_1,v2,0
SRR11449108_1,v3,0
SRR11449108_2,arc,255
SRR11449108_2,v1,752
SRR11449108_2,v2,188249
SRR11449108_2,v3,20173
SRR11449108_3,arc,25
SRR11449108_3,v1,578
SRR11449108_3,v2,41
SRR11449108_3,v3,304
SRR11449109_1,arc,0
SRR11449109_1,v1,0
SRR11449109_1,v2,0
SRR11449109_1,v3,0
SRR11449109_2,arc,227
SRR11449109_2,v1,783
SRR11449109_2,v2,191041
SRR11449109_2,v3,20227
SRR11449109_3,arc,23
SRR11449109_3,v1,624
SRR11449109_3,v2,36
SRR11449109_3,v3,313
SRR11449110_1,arc,0
SRR11449110_1,v1,0
SRR11449110_1,v2,0
SRR11449110_1,v3,0
SRR11449110_2,arc,257
SRR11449110_2,v1,724
SRR11449110_2,v2,190673
SRR11449110_2,v3,20304
SRR11449110_3,arc,31
SRR11449110_3,v1,622
SRR11449110_3,v2,26
SRR11449110_3,v3,309
SRR11449111_1,arc,0
SRR11449111_1,v1,0
SRR11449111_1,v2,0
SRR11449111_1,v3,0
SRR11449111_2,arc,249
SRR11449111_2,v1,726
SRR11449111_2,v2,191049
SRR11449111_2,v3,20083
SRR11449111_3,arc,22
SRR11449111_3,v1,589
SRR11449111_3,v2,44
SRR11449111_3,v3,305
SRR11449112_1,arc,0
SRR11449112_1,v1,0
SRR11449112_1,v2,0
SRR11449112_1,v3,0
SRR11449112_2,arc,255
SRR11449112_2,v1,717
SRR11449112_2,v2,190922
SRR11449112_2,v3,20067
SRR11449112_3,arc,22
SRR11449112_3,v1,613
SRR11449112_3,v2,33
SRR11449112_3,v3,325
SRR11492249_1,arc,0
SRR11492249_1,v1,0
SRR11492249_1,v2,0
SRR11492249_1,v3,0
SRR11492249_2,arc,371
SRR11492249_2,v1,901
SRR11492249_2,v2,3317
SRR11492249_2,v3,189785
SRR11492249_3,arc,58
SRR11492249_3,v1,500
SRR11492249_3,v2,19
SRR11492249_3,v3,297
SRR11492250_1,arc,0
SRR11492250_1,v1,0
SRR11492250_1,v2,0
SRR11492250_1,v3,0
SRR11492250_2,arc,353
SRR11492250_2,v1,821
SRR11492250_2,v2,3212
SRR11492250_2,v3,189856
SRR11492250_3,arc,44
SRR11492250_3,v1,482
SRR11492250_3,v2,22
SRR11492250_3,v3,266
SRR11492251_1,arc,0
SRR11492251_1,v1,0
SRR11492251_1,v2,0
SRR11492251_1,v3,0
SRR11492251_2,arc,177
SRR11492251_2,v1,678
SRR11492251_2,v2,2986
SRR11492251_2,v3,190363
SRR11492251_3,arc,50
SRR11492251_3,v1,429
SRR11492251_3,v2,26
SRR11492251_3,v3,263
SRR11492252_1,arc,0
SRR11492252_1,v1,0
SRR11492252_1,v2,0
SRR11492252_1,v3,0
SRR11492252_2,arc,189
SRR11492252_2,v1,700
SRR11492252_2,v2,2790
SRR11492252_2,v3,190413
SRR11492252_3,arc,61
SRR11492252_3,v1,447
SRR11492252_3,v2,30
SRR11492252_3,v3,249
SRR11492253_1,arc,0
SRR11492253_1,v1,0
SRR11492253_1,v2,0
SRR11492253_1,v3,0
SRR11492253_2,arc,199
SRR11492253_2,v1,728
SRR11492253_2,v2,3215
SRR11492253_2,v3,190462
SRR11492253_3,arc,64
SRR11492253_3,v1,493
SRR11492253_3,v2,29
SRR11492253_3,v3,243
SRR11492254_1,arc,0
SRR11492254_1,v1,0
SRR11492254_1,v2,0
SRR11492254_1,v3,0
SRR11492254_2,arc,182
SRR11492254_2,v1,743
SRR11492254_2,v2,3135
SRR11492254_2,v3,190486
SRR11492254_3,arc,53
SRR11492254_3,v1,498
SRR11492254_3,v2,28
SRR11492254_3,v3,255
SRR11492255_1,arc,0
SRR11492255_1,v1,0
SRR11492255_1,v2,0
SRR11492255_1,v3,0
SRR11492255_2,arc,167
SRR11492255_2,v1,881
SRR11492255_2,v2,2901
SRR11492255_2,v3,191952
SRR11492255_3,arc,43
SRR11492255_3,v1,433
SRR11492255_3,v2,29
SRR11492255_3,v3,293
SRR11492256_1,arc,0
SRR11492256_1,v1,0
SRR11492256_1,v2,0
SRR11492256_1,v3,0
SRR11492256_2,arc,174
SRR11492256_2,v1,909
SRR11492256_2,v2,2913
SRR11492256_2,v3,191941
SRR11492256_3,arc,53
SRR11492256_3,v1,412
SRR11492256_3,v2,39
SRR11492256_3,v3,255
SRR11492257_1,arc,0
SRR11492257_1,v1,0
SRR11492257_1,v2,0
SRR11492257_1,v3,0
SRR11492257_2,arc,74
SRR11492257_2,v1,739
SRR11492257_2,v2,3277
SRR11492257_2,v3,191012
SRR11492257_3,arc,42
SRR11492257_3,v1,438
SRR11492257_3,v2,25
SRR11492257_3,v3,288
SRR11492258_1,arc,0
SRR11492258_1,v1,0
SRR11492258_1,v2,0
SRR11492258_1,v3,0
SRR11492258_2,arc,94
SRR11492258_2,v1,804
SRR11492258_2,v2,3174
SRR11492258_2,v3,191179
SRR11492258_3,arc,59
SRR11492258_3,v1,393
SRR11492258_3,v2,33
SRR11492258_3,v3,228
SRR11517939_1,arc,263
SRR11517939_1,v1,769
SRR11517939_1,v2,2922
SRR11517939_1,v3,188986
SRR11517939_2,arc,26
SRR11517939_2,v1,527
SRR11517939_2,v2,28
SRR11517939_2,v3,267
SRR11517939_3,arc,0
SRR11517939_3,v1,0
SRR11517939_3,v2,0
SRR11517939_3,v3,0
SRR11517940_1,arc,242
SRR11517940_1,v1,826
SRR11517940_1,v2,3037
SRR11517940_1,v3,188901
SRR11517940_2,arc,32
SRR11517940_2,v1,510
SRR11517940_2,v2,30
SRR11517940_2,v3,258
SRR11517940_3,arc,0
SRR11517940_3,v1,0
SRR11517940_3,v2,0
SRR11517940_3,v3,0
SRR11517941_1,arc,251
SRR11517941_1,v1,769
SRR11517941_1,v2,3099
SRR11517941_1,v3,188560
SRR11517941_2,arc,26
SRR11517941_2,v1,538
SRR11517941_2,v2,25
SRR11517941_2,v3,227
SRR11517941_3,arc,0
SRR11517941_3,v1,0
SRR11517941_3,v2,0
SRR11517941_3,v3,0
SRR11517942_1,arc,265
SRR11517942_1,v1,835
SRR11517942_1,v2,2981
SRR11517942_1,v3,188643
SRR11517942_2,arc,21
SRR11517942_2,v1,535
SRR11517942_2,v2,25
SRR11517942_2,v3,270
SRR11517942_3,arc,0
SRR11517942_3,v1,0
SRR11517942_3,v2,0
SRR11517942_3,v3,0
SRR11517943_1,arc,223
SRR11517943_1,v1,936
SRR11517943_1,v2,3060
SRR11517943_1,v3,188950
SRR11517943_2,arc,19
SRR11517943_2,v1,501
SRR11517943_2,v2,20
SRR11517943_2,v3,258
SRR11517943_3,arc,0
SRR11517943_3,v1,0
SRR11517943_3,v2,0
SRR11517943_3,v3,0
SRR11517944_1,arc,212
SRR11517944_1,v1,893
SRR11517944_1,v2,2899
SRR11517944_1,v3,188884
SRR11517944_2,arc,34
SRR11517944_2,v1,472
SRR11517944_2,v2,22
SRR11517944_2,v3,233
SRR11517944_3,arc,0
SRR11517944_3,v1,0
SRR11517944_3,v2,0
SRR11517944_3,v3,0
SRR11517945_1,arc,228
SRR11517945_1,v1,967
SRR11517945_1,v2,2863
SRR11517945_1,v3,188439
SRR11517945_2,arc,26
SRR11517945_2,v1,483
SRR11517945_2,v2,24
SRR11517945_2,v3,270
SRR11517945_3,arc,0
SRR11517945_3,v1,0
SRR11517945_3,v2,0
SRR11517945_3,v3,0
SRR11517946_1,arc,245
SRR11517946_1,v1,922
SRR11517946_1,v2,2942
SRR11517946_1,v3,188660
SRR11517946_2,arc,22
SRR11517946_2,v1,460
SRR11517946_2,v2,19
SRR11517946_2,v3,247
SRR11517946_3,arc,0
SRR11517946_3,v1,0
SRR11517946_3,v2,0
SRR11517946_3,v3,0
SRR11517947_1,arc,255
SRR11517947_1,v1,855
SRR11517947_1,v2,2735
SRR11517947_1,v3,189081
SRR11517947_2,arc,40
SRR11517947_2,v1,527
SRR11517947_2,v2,29
SRR11517947_2,v3,292
SRR11517947_3,arc,0
SRR11517947_3,v1,0
SRR11517947_3,v2,0
SRR11517947_3,v3,0
SRR11517948_1,arc,224
SRR11517948_1,v1,897
SRR11517948_1,v2,2770
SRR11517948_1,v3,189077
SRR11517948_2,arc,23
SRR11517948_2,v1,486
SRR11517948_2,v2,22
SRR11517948_2,v3,272
SRR11517948_3,arc,0
SRR11517948_3,v1,0
SRR11517948_3,v2,0
SRR11517948_3,v3,0
SRR11517949_1,arc,246
SRR11517949_1,v1,966
SRR11517949_1,v2,2730
SRR11517949_1,v3,188571
SRR11517949_2,arc,28
SRR11517949_2,v1,516
SRR11517949_2,v2,28
SRR11517949_2,v3,252
SRR11517949_3,arc,0
SRR11517949_3,v1,0
SRR11517949_3,v2,0
SRR11517949_3,v3,0
SRR11517950_1,arc,258
SRR11517950_1,v1,928
SRR11517950_1,v2,2798
SRR11517950_1,v3,188752
SRR11517950_2,arc,22
SRR11517950_2,v1,553
SRR11517950_2,v2,30
SRR11517950_2,v3,256
SRR11517950_3,arc,0
SRR11517950_3,v1,0
SRR11517950_3,v2,0
SRR11517950_3,v3,0
SRR11517951_1,arc,299
SRR11517951_1,v1,735
SRR11517951_1,v2,2985
SRR11517951_1,v3,188843
SRR11517951_2,arc,22
SRR11517951_2,v1,467
SRR11517951_2,v2,24
SRR11517951_2,v3,272
SRR11517951_3,arc,0
SRR11517951_3,v1,0
SRR11517951_3,v2,0
SRR11517951_3,v3,0
SRR11517952_1,arc,282
SRR11517952_1,v1,694
SRR11517952_1,v2,2901
SRR11517952_1,v3,188759
SRR11517952_2,arc,31
SRR11517952_2,v1,509
SRR11517952_2,v2,34
SRR11517952_2,v3,292
SRR11517952_3,arc,0
SRR11517952_3,v1,0
SRR11517952_3,v2,0
SRR11517952_3,v3,0
SRR11517953_1,arc,282
SRR11517953_1,v1,710
SRR11517953_1,v2,2909
SRR11517953_1,v3,188418
SRR11517953_2,arc,31
SRR11517953_2,v1,527
SRR11517953_2,v2,29
SRR11517953_2,v3,273
SRR11517953_3,arc,0
SRR11517953_3,v1,0
SRR11517953_3,v2,0
SRR11517953_3,v3,0
SRR11517954_1,arc,309
SRR11517954_1,v1,733
SRR11517954_1,v2,2940
SRR11517954_1,v3,188489
SRR11517954_2,arc,24
SRR11517954_2,v1,542
SRR11517954_2,v2,30
SRR11517954_2,v3,274
SRR11517954_3,arc,0
SRR11517954_3,v1,0
SRR11517954_3,v2,0
SRR11517954_3,v3,0
SRR11518391_1,arc,0
SRR11518391_1,v1,0
SRR11518391_1,v2,0
SRR11518391_1,v3,0
SRR11518391_2,arc,117
SRR11518391_2,v1,739
SRR11518391_2,v2,3213
SRR11518391_2,v3,192807
SRR11518391_3,arc,19
SRR11518391_3,v1,548
SRR11518391_3,v2,28
SRR11518391_3,v3,273
SRR11518392_1,arc,0
SRR11518392_1,v1,0
SRR11518392_1,v2,0
SRR11518392_1,v3,0
SRR11518392_2,arc,114
SRR11518392_2,v1,720
SRR11518392_2,v2,3412
SRR11518392_2,v3,193154
SRR11518392_3,arc,20
SRR11518392_3,v1,512
SRR11518392_3,v2,21
SRR11518392_3,v3,275
SRR11518393_1,arc,0
SRR11518393_1,v1,0
SRR11518393_1,v2,0
SRR11518393_1,v3,0
SRR11518393_2,arc,119
SRR11518393_2,v1,697
SRR11518393_2,v2,3384
SRR11518393_2,v3,193044
SRR11518393_3,arc,18
SRR11518393_3,v1,590
SRR11518393_3,v2,39
SRR11518393_3,v3,278
SRR11518394_1,arc,0
SRR11518394_1,v1,0
SRR11518394_1,v2,0
SRR11518394_1,v3,0
SRR11518394_2,arc,104
SRR11518394_2,v1,745
SRR11518394_2,v2,3297
SRR11518394_2,v3,192705
SRR11518394_3,arc,10
SRR11518394_3,v1,556
SRR11518394_3,v2,29
SRR11518394_3,v3,255
SRR11518395_1,arc,0
SRR11518395_1,v1,0
SRR11518395_1,v2,0
SRR11518395_1,v3,0
SRR11518395_2,arc,130
SRR11518395_2,v1,726
SRR11518395_2,v2,3291
SRR11518395_2,v3,192955
SRR11518395_3,arc,17
SRR11518395_3,v1,565
SRR11518395_3,v2,24
SRR11518395_3,v3,277
SRR11518396_1,arc,0
SRR11518396_1,v1,0
SRR11518396_1,v2,0
SRR11518396_1,v3,0
SRR11518396_2,arc,127
SRR11518396_2,v1,771
SRR11518396_2,v2,3335
SRR11518396_2,v3,192911
SRR11518396_3,arc,22
SRR11518396_3,v1,559
SRR11518396_3,v2,23
SRR11518396_3,v3,237
SRR11518397_1,arc,0
SRR11518397_1,v1,0
SRR11518397_1,v2,0
SRR11518397_1,v3,0
SRR11518397_2,arc,113
SRR11518397_2,v1,687
SRR11518397_2,v2,3340
SRR11518397_2,v3,192789
SRR11518397_3,arc,19
SRR11518397_3,v1,538
SRR11518397_3,v2,25
SRR11518397_3,v3,250
SRR11518398_1,arc,0
SRR11518398_1,v1,0
SRR11518398_1,v2,0
SRR11518398_1,v3,0
SRR11518398_2,arc,121
SRR11518398_2,v1,710
SRR11518398_2,v2,3386
SRR11518398_2,v3,192608
SRR11518398_3,arc,30
SRR11518398_3,v1,528
SRR11518398_3,v2,17
SRR11518398_3,v3,264
SRR11518399_1,arc,0
SRR11518399_1,v1,0
SRR11518399_1,v2,0
SRR11518399_1,v3,0
SRR11518399_2,arc,338
SRR11518399_2,v1,352
SRR11518399_2,v2,3074
SRR11518399_2,v3,192435
SRR11518399_3,arc,20
SRR11518399_3,v1,538
SRR11518399_3,v2,22
SRR11518399_3,v3,267
SRR11518400_1,arc,0
SRR11518400_1,v1,0
SRR11518400_1,v2,0
SRR11518400_1,v3,0
SRR11518400_2,arc,293
SRR11518400_2,v1,349
SRR11518400_2,v2,3129
SRR11518400_2,v3,192892
SRR11518400_3,arc,27
SRR11518400_3,v1,560
SRR11518400_3,v2,25
SRR11518400_3,v3,300
SRR11518401_1,arc,0
SRR11518401_1,v1,0
SRR11518401_1,v2,0
SRR11518401_1,v3,0
SRR11518401_2,arc,326
SRR11518401_2,v1,376
SRR11518401_2,v2,3109
SRR11518401_2,v3,192779
SRR11518401_3,arc,18
SRR11518401_3,v1,535
SRR11518401_3,v2,33
SRR11518401_3,v3,265
SRR11518402_1,arc,0
SRR11518402_1,v1,0
SRR11518402_1,v2,0
SRR11518402_1,v3,0
SRR11518402_2,arc,343
SRR11518402_2,v1,375
SRR11518402_2,v2,3110
SRR11518402_2,v3,192336
SRR11518402_3,arc,29
SRR11518402_3,v1,520
SRR11518402_3,v2,31
SRR11518402_3,v3,227
SRR11518403_1,arc,0
SRR11518403_1,v1,0
SRR11518403_1,v2,0
SRR11518403_1,v3,0
SRR11518403_2,arc,349
SRR11518403_2,v1,340
SRR11518403_2,v2,3108
SRR11518403_2,v3,192565
SRR11518403_3,arc,17
SRR11518403_3,v1,512
SRR11518403_3,v2,24
SRR11518403_3,v3,268
SRR11518404_1,arc,0
SRR11518404_1,v1,0
SRR11518404_1,v2,0
SRR11518404_1,v3,0
SRR11518404_2,arc,342
SRR11518404_2,v1,368
SRR11518404_2,v2,3146
SRR11518404_2,v3,192737
SRR11518404_3,arc,20
SRR11518404_3,v1,526
SRR11518404_3,v2,26
SRR11518404_3,v3,253
SRR11518405_1,arc,0
SRR11518405_1,v1,0
SRR11518405_1,v2,0
SRR11518405_1,v3,0
SRR11518405_2,arc,312
SRR11518405_2,v1,330
SRR11518405_2,v2,3210
SRR11518405_2,v3,192519
SRR11518405_3,arc,21
SRR11518405_3,v1,510
SRR11518405_3,v2,18
SRR11518405_3,v3,245
SRR11518406_1,arc,0
