name,whitelist,count
SRR11977614_2,v3,338
SRR11977614_3,arc,0
SRR11977614_3,v1,0
SRR11977614_3,v2,0
SRR11977614_3,v3,0
SRR11977615_1,arc,52
SRR11977615_1,v1,623
SRR11977615_1,v2,190647
SRR11977615_1,v3,20383
SRR11977615_2,arc,29
SRR11977615_2,v1,528
SRR11977615_2,v2,30
SRR11977615_2,v3,330
SRR11977615_3,arc,0
SRR11977615_3,v1,0
SRR11977615_3,v2,0
SRR11977615_3,v3,0
SRR11977616_1,arc,50
SRR11977616_1,v1,623
SRR11977616_1,v2,190384
SRR11977616_1,v3,20629
SRR11977616_2,arc,21
SRR11977616_2,v1,568
SRR11977616_2,v2,31
SRR11977616_2,v3,333
SRR11977616_3,arc,0
SRR11977616_3,v1,0
SRR11977616_3,v2,0
SRR11977616_3,v3,0
SRR11977617_1,arc,61
SRR11977617_1,v1,596
SRR11977617_1,v2,190157
SRR11977617_1,v3,20580
SRR11977617_2,arc,26
SRR11977617_2,v1,560
SRR11977617_2,v2,27
SRR11977617_2,v3,347
SRR11977617_3,arc,0
SRR11977617_3,v1,0
SRR11977617_3,v2,0
SRR11977617_3,v3,0
SRR11977618_1,arc,53
SRR11977618_1,v1,625
SRR11977618_1,v2,189954
SRR11977618_1,v3,20586
SRR11977618_2,arc,33
SRR11977618_2,v1,559
SRR11977618_2,v2,33
SRR11977618_2,v3,347
SRR11977618_3,arc,0
SRR11977618_3,v1,0
SRR11977618_3,v2,0
SRR11977618_3,v3,0
SRR11977619_1,arc,52
SRR11977619_1,v1,617
SRR11977619_1,v2,190146
SRR11977619_1,v3,20334
SRR11977619_2,arc,35
SRR11977619_2,v1,547
SRR11977619_2,v2,32
SRR11977619_2,v3,318
SRR11977619_3,arc,0
SRR11977619_3,v1,0
SRR11977619_3,v2,0
SRR11977619_3,v3,0
SRR11977620_1,arc,46
SRR11977620_1,v1,609
SRR11977620_1,v2,190147
SRR11977620_1,v3,20682
SRR11977620_2,arc,30
SRR11977620_2,v1,571
SRR11977620_2,v2,44
SRR11977620_2,v3,334
SRR11977620_3,arc,0
SRR11977620_3,v1,0
SRR11977620_3,v2,0
SRR11977620_3,v3,0
SRR11977621_1,arc,47
SRR11977621_1,v1,637
SRR11977621_1,v2,189778
SRR11977621_1,v3,20090
SRR11977621_2,arc,18
SRR11977621_2,v1,585
SRR11977621_2,v2,31
SRR11977621_2,v3,326
SRR11977621_3,arc,0
SRR11977621_3,v1,0
SRR11977621_3,v2,0
SRR11977621_3,v3,0
SRR11977622_1,arc,204
SRR11977622_1,v1,539
SRR11977622_1,v2,189535
SRR11977622_1,v3,19656
SRR11977622_2,arc,23
SRR11977622_2,v1,547
SRR11977622_2,v2,21
SRR11977622_2,v3,313
SRR11977622_3,arc,0
SRR11977622_3,v1,0
SRR11977622_3,v2,0
SRR11977622_3,v3,0
SRR11977623_1,arc,201
SRR11977623_1,v1,556
SRR11977623_1,v2,187605
SRR11977623_1,v3,19457
SRR11977623_2,arc,16
SRR11977623_2,v1,512
SRR11977623_2,v2,35
SRR11977623_2,v3,302
SRR11977623_3,arc,0
SRR11977623_3,v1,0
SRR11977623_3,v2,0
SRR11977623_3,v3,0
SRR11977624_1,arc,190
SRR11977624_1,v1,537
SRR11977624_1,v2,187847
SRR11977624_1,v3,19686
SRR11977624_2,arc,27
SRR11977624_2,v1,512
SRR11977624_2,v2,36
SRR11977624_2,v3,304
SRR11977624_3,arc,0
SRR11977624_3,v1,0
SRR11977624_3,v2,0
SRR11977624_3,v3,0
SRR11977625_1,arc,188
SRR11977625_1,v1,540
SRR11977625_1,v2,187709
SRR11977625_1,v3,19377
SRR11977625_2,arc,28
SRR11977625_2,v1,556
SRR11977625_2,v2,35
SRR11977625_2,v3,269
SRR11977625_3,arc,0
SRR11977625_3,v1,0
SRR11977625_3,v2,0
SRR11977625_3,v3,0
SRR11977626_1,arc,172
SRR11977626_1,v1,546
SRR11977626_1,v2,189343
SRR11977626_1,v3,19858
SRR11977626_2,arc,32
SRR11977626_2,v1,510
SRR11977626_2,v2,16
SRR11977626_2,v3,337
SRR11977626_3,arc,0
SRR11977626_3,v1,0
SRR11977626_3,v2,0
SRR11977626_3,v3,0
SRR11977627_1,arc,209
SRR11977627_1,v1,505
SRR11977627_1,v2,189642
SRR11977627_1,v3,19793
SRR11977627_2,arc,29
SRR11977627_2,v1,566
SRR11977627_2,v2,38
SRR11977627_2,v3,348
SRR11977627_3,arc,0
SRR11977627_3,v1,0
SRR11977627_3,v2,0
SRR11977627_3,v3,0
SRR11977628_1,arc,178
SRR11977628_1,v1,552
SRR11977628_1,v2,189326
SRR11977628_1,v3,19891
SRR11977628_2,arc,29
SRR11977628_2,v1,554
SRR11977628_2,v2,29
SRR11977628_2,v3,330
SRR11977628_3,arc,0
SRR11977628_3,v1,0
SRR11977628_3,v2,0
SRR11977628_3,v3,0
SRR11977629_1,arc,220
SRR11977629_1,v1,536
SRR11977629_1,v2,188765
SRR11977629_1,v3,19826
SRR11977629_2,arc,27
SRR11977629_2,v1,580
SRR11977629_2,v2,30
SRR11977629_2,v3,338
SRR11977629_3,arc,0
SRR11977629_3,v1,0
SRR11977629_3,v2,0
SRR11977629_3,v3,0
SRR11977630_1,arc,214
SRR11977630_1,v1,545
SRR11977630_1,v2,188670
SRR11977630_1,v3,19706
SRR11977630_2,arc,23
SRR11977630_2,v1,541
SRR11977630_2,v2,29
SRR11977630_2,v3,345
SRR11977630_3,arc,0
SRR11977630_3,v1,0
SRR11977630_3,v2,0
SRR11977630_3,v3,0
SRR11977631_1,arc,198
SRR11977631_1,v1,549
SRR11977631_1,v2,188548
SRR11977631_1,v3,19797
SRR11977631_2,arc,15
SRR11977631_2,v1,561
SRR11977631_2,v2,40
SRR11977631_2,v3,339
SRR11977631_3,arc,0
SRR11977631_3,v1,0
SRR11977631_3,v2,0
SRR11977631_3,v3,0
SRR11977632_1,arc,215
SRR11977632_1,v1,547
SRR11977632_1,v2,188704
SRR11977632_1,v3,19738
SRR11977632_2,arc,26
SRR11977632_2,v1,596
SRR11977632_2,v2,27
SRR11977632_2,v3,343
SRR11977632_3,arc,0
SRR11977632_3,v1,0
SRR11977632_3,v2,0
SRR11977632_3,v3,0
SRR11977633_1,arc,202
SRR11977633_1,v1,540
SRR11977633_1,v2,187819
SRR11977633_1,v3,19759
SRR11977633_2,arc,30
SRR11977633_2,v1,553
SRR11977633_2,v2,37
SRR11977633_2,v3,331
SRR11977633_3,arc,0
SRR11977633_3,v1,0
SRR11977633_3,v2,0
SRR11977633_3,v3,0
SRR11977634_1,arc,379
SRR11977634_1,v1,510
SRR11977634_1,v2,190826
SRR11977634_1,v3,19125
SRR11977634_2,arc,30
SRR11977634_2,v1,580
SRR11977634_2,v2,43
SRR11977634_2,v3,321
SRR11977634_3,arc,0
SRR11977634_3,v1,0
SRR11977634_3,v2,0
SRR11977634_3,v3,0
SRR11977635_1,arc,414
SRR11977635_1,v1,558
SRR11977635_1,v2,189091
SRR11977635_1,v3,18802
SRR11977635_2,arc,27
SRR11977635_2,v1,533
SRR11977635_2,v2,25
SRR11977635_2,v3,353
SRR11977635_3,arc,0
SRR11977635_3,v1,0
SRR11977635_3,v2,0
SRR11977635_3,v3,0
SRR11977636_1,arc,389
SRR11977636_1,v1,589
SRR11977636_1,v2,189677
SRR11977636_1,v3,18859
SRR11977636_2,arc,38
SRR11977636_2,v1,559
SRR11977636_2,v2,36
SRR11977636_2,v3,325
SRR11977636_3,arc,0
SRR11977636_3,v1,0
SRR11977636_3,v2,0
SRR11977636_3,v3,0
SRR11977637_1,arc,370
SRR11977637_1,v1,533
SRR11977637_1,v2,189225
SRR11977637_1,v3,19032
SRR11977637_2,arc,36
SRR11977637_2,v1,553
SRR11977637_2,v2,30
SRR11977637_2,v3,317
SRR11977637_3,arc,0
SRR11977637_3,v1,0
SRR11977637_3,v2,0
SRR11977637_3,v3,0
SRR11977638_1,arc,384
SRR11977638_1,v1,533
SRR11977638_1,v2,190478
SRR11977638_1,v3,19079
SRR11977638_2,arc,26
SRR11977638_2,v1,574
SRR11977638_2,v2,34
SRR11977638_2,v3,295
SRR11977638_3,arc,0
SRR11977638_3,v1,0
SRR11977638_3,v2,0
SRR11977638_3,v3,0
SRR11977639_1,arc,383
SRR11977639_1,v1,544
SRR11977639_1,v2,190556
SRR11977639_1,v3,19194
SRR11977639_2,arc,28
SRR11977639_2,v1,568
SRR11977639_2,v2,32
SRR11977639_2,v3,318
SRR11977639_3,arc,0
SRR11977639_3,v1,0
SRR11977639_3,v2,0
SRR11977639_3,v3,0
SRR11977640_1,arc,375
SRR11977640_1,v1,567
SRR11977640_1,v2,190452
SRR11977640_1,v3,19401
SRR11977640_2,arc,26
SRR11977640_2,v1,573
SRR11977640_2,v2,40
SRR11977640_2,v3,318
SRR11977640_3,arc,0
SRR11977640_3,v1,0
SRR11977640_3,v2,0
SRR11977640_3,v3,0
SRR11977641_1,arc,381
SRR11977641_1,v1,580
SRR11977641_1,v2,190507
SRR11977641_1,v3,19082
SRR11977641_2,arc,35
SRR11977641_2,v1,596
SRR11977641_2,v2,40
SRR11977641_2,v3,365
SRR11977641_3,arc,0
SRR11977641_3,v1,0
SRR11977641_3,v2,0
SRR11977641_3,v3,0
SRR11977642_1,arc,386
SRR11977642_1,v1,548
SRR11977642_1,v2,190085
SRR11977642_1,v3,19039
SRR11977642_2,arc,37
SRR11977642_2,v1,554
SRR11977642_2,v2,36
SRR11977642_2,v3,317
SRR11977642_3,arc,0
SRR11977642_3,v1,0
SRR11977642_3,v2,0
SRR11977642_3,v3,0
SRR11977643_1,arc,400
SRR11977643_1,v1,543
SRR11977643_1,v2,190171
SRR11977643_1,v3,19154
SRR11977643_2,arc,22
SRR11977643_2,v1,588
SRR11977643_2,v2,31
SRR11977643_2,v3,336
SRR11977643_3,arc,0
SRR11977643_3,v1,0
SRR11977643_3,v2,0
SRR11977643_3,v3,0
SRR11977644_1,arc,373
SRR11977644_1,v1,564
SRR11977644_1,v2,190346
SRR11977644_1,v3,18882
SRR11977644_2,arc,22
SRR11977644_2,v1,561
SRR11977644_2,v2,26
SRR11977644_2,v3,328
SRR11977644_3,arc,0
SRR11977644_3,v1,0
SRR11977644_3,v2,0
SRR11977644_3,v3,0
SRR11977645_1,arc,383
SRR11977645_1,v1,539
SRR11977645_1,v2,189448
SRR11977645_1,v3,18949
SRR11977645_2,arc,34
SRR11977645_2,v1,561
SRR11977645_2,v2,32
SRR11977645_2,v3,286
SRR11977645_3,arc,0
SRR11977645_3,v1,0
SRR11977645_3,v2,0
SRR11977645_3,v3,0
SRR11993479_1,arc,174
SRR11993479_1,v1,700
SRR11993479_1,v2,4226
SRR11993479_1,v3,188272
SRR11993479_2,arc,29
SRR11993479_2,v1,485
SRR11993479_2,v2,29
SRR11993479_2,v3,242
SRR11993479_3,arc,0
SRR11993479_3,v1,0
SRR11993479_3,v2,0
SRR11993479_3,v3,0
SRR11993480_1,arc,183
SRR11993480_1,v1,704
SRR11993480_1,v2,4247
SRR11993480_1,v3,188287
SRR11993480_2,arc,24
SRR11993480_2,v1,489
SRR11993480_2,v2,35
SRR11993480_2,v3,257
SRR11993480_3,arc,0
SRR11993480_3,v1,0
SRR11993480_3,v2,0
SRR11993480_3,v3,0
SRR11993481_1,arc,184
SRR11993481_1,v1,703
SRR11993481_1,v2,4323
SRR11993481_1,v3,188087
SRR11993481_2,arc,20
SRR11993481_2,v1,526
SRR11993481_2,v2,23
SRR11993481_2,v3,255
SRR11993481_3,arc,0
SRR11993481_3,v1,0
SRR11993481_3,v2,0
SRR11993481_3,v3,0
SRR11993482_1,arc,179
SRR11993482_1,v1,647
SRR11993482_1,v2,4229
SRR11993482_1,v3,188328
SRR11993482_2,arc,24
SRR11993482_2,v1,521
SRR11993482_2,v2,20
SRR11993482_2,v3,231
SRR11993482_3,arc,0
SRR11993482_3,v1,0
SRR11993482_3,v2,0
SRR11993482_3,v3,0
SRR11993483_1,arc,234
SRR11993483_1,v1,841
SRR11993483_1,v2,2980
SRR11993483_1,v3,191763
SRR11993483_2,arc,21
SRR11993483_2,v1,473
SRR11993483_2,v2,16
SRR11993483_2,v3,236
SRR11993483_3,arc,0
SRR11993483_3,v1,0
SRR11993483_3,v2,0
SRR11993483_3,v3,0
SRR11993484_1,arc,222
SRR11993484_1,v1,683
SRR11993484_1,v2,2920
SRR11993484_1,v3,191966
SRR11993484_2,arc,29
SRR11993484_2,v1,489
SRR11993484_2,v2,28
SRR11993484_2,v3,307
SRR11993484_3,arc,0
SRR11993484_3,v1,0
SRR11993484_3,v2,0
SRR11993484_3,v3,0
SRR11993485_1,arc,246
SRR11993485_1,v1,680
SRR11993485_1,v2,4163
SRR11993485_1,v3,189589
SRR11993485_2,arc,14
SRR11993485_2,v1,412
SRR11993485_2,v2,20
SRR11993485_2,v3,197
SRR11993485_3,arc,0
SRR11993485_3,v1,0
SRR11993485_3,v2,0
SRR11993485_3,v3,0
SRR11993486_1,arc,225
SRR11993486_1,v1,683
SRR11993486_1,v2,4293
SRR11993486_1,v3,189638
SRR11993486_2,arc,24
SRR11993486_2,v1,406
SRR11993486_2,v2,18
SRR11993486_2,v3,207
SRR11993486_3,arc,0
SRR11993486_3,v1,0
SRR11993486_3,v2,0
SRR11993486_3,v3,0
SRR11993487_1,arc,227
SRR11993487_1,v1,744
SRR11993487_1,v2,4292
SRR11993487_1,v3,189612
SRR11993487_2,arc,21
SRR11993487_2,v1,387
SRR11993487_2,v2,25
SRR11993487_2,v3,210
SRR11993487_3,arc,0
SRR11993487_3,v1,0
SRR11993487_3,v2,0
SRR11993487_3,v3,0
SRR11993488_1,arc,241
SRR11993488_1,v1,725
SRR11993488_1,v2,4182
SRR11993488_1,v3,189750
SRR11993488_2,arc,26
SRR11993488_2,v1,377
SRR11993488_2,v2,26
SRR11993488_2,v3,211
SRR11993488_3,arc,0
SRR11993488_3,v1,0
SRR11993488_3,v2,0
SRR11993488_3,v3,0
SRR12057549_1,arc,0
SRR12057549_1,v1,0
SRR12057549_1,v2,0
SRR12057549_1,v3,0
SRR12057549_2,arc,391
SRR12057549_2,v1,384
SRR12057549_2,v2,192072
SRR12057549_2,v3,17813
SRR12057549_3,arc,25
SRR12057549_3,v1,577
SRR12057549_3,v2,116
SRR12057549_3,v3,358
SRR12057550_1,arc,0
SRR12057550_1,v1,0
SRR12057550_1,v2,0
SRR12057550_1,v3,0
SRR12057550_2,arc,546
SRR12057550_2,v1,840
SRR12057550_2,v2,191472
SRR12057550_2,v3,19676
SRR12057550_3,arc,36
SRR12057550_3,v1,511
SRR12057550_3,v2,137
SRR12057550_3,v3,304
SRR12057551_1,arc,0
SRR12057551_1,v1,0
SRR12057551_1,v2,0
SRR12057551_1,v3,0
SRR12057551_2,arc,532
SRR12057551_2,v1,557
SRR12057551_2,v2,191762
SRR12057551_2,v3,21597
SRR12057551_3,arc,35
SRR12057551_3,v1,639
SRR12057551_3,v2,108
SRR12057551_3,v3,364
SRR12057552_1,arc,0
SRR12057552_1,v1,0
SRR12057552_1,v2,0
SRR12057552_1,v3,0
SRR12057552_2,arc,75
SRR12057552_2,v1,829
SRR12057552_2,v2,191674
SRR12057552_2,v3,19388
SRR12057552_3,arc,33
SRR12057552_3,v1,589
SRR12057552_3,v2,133
SRR12057552_3,v3,360
SRR12057553_1,arc,0
SRR12057553_1,v1,0
SRR12057553_1,v2,0
SRR12057553_1,v3,0
SRR12057553_2,arc,334
SRR12057553_2,v1,548
SRR12057553_2,v2,2992
SRR12057553_2,v3,192972
SRR12057553_3,arc,35
SRR12057553_3,v1,550
SRR12057553_3,v2,35
SRR12057553_3,v3,345
SRR12057554_1,arc,0
SRR12057554_1,v1,0
SRR12057554_1,v2,0
SRR12057554_1,v3,0
SRR12057554_2,arc,342
SRR12057554_2,v1,566
SRR12057554_2,v2,2926
SRR12057554_2,v3,193383
SRR12057554_3,arc,45
SRR12057554_3,v1,585
SRR12057554_3,v2,34
SRR12057554_3,v3,354
SRR12057555_1,arc,0
SRR12057555_1,v1,0
SRR12057555_1,v2,0
SRR12057555_1,v3,0
SRR12057555_2,arc,197
SRR12057555_2,v1,574
SRR12057555_2,v2,2519
SRR12057555_2,v3,193597
SRR12057555_3,arc,29
SRR12057555_3,v1,547
SRR12057555_3,v2,38
SRR12057555_3,v3,361
SRR12057556_1,arc,0
SRR12057556_1,v1,0
SRR12057556_1,v2,0
SRR12057556_1,v3,0
SRR12057556_2,arc,186
SRR12057556_2,v1,563
SRR12057556_2,v2,2460
SRR12057556_2,v3,193139
SRR12057556_3,arc,30
SRR12057556_3,v1,524
SRR12057556_3,v2,37
SRR12057556_3,v3,396
SRR12057557_1,arc,0
SRR12057557_1,v1,0
SRR12057557_1,v2,0
SRR12057557_1,v3,0
SRR12057557_2,arc,149
SRR12057557_2,v1,641
SRR12057557_2,v2,3223
SRR12057557_2,v3,193741
SRR12057557_3,arc,27
SRR12057557_3,v1,555
SRR12057557_3,v2,28
SRR12057557_3,v3,405
SRR12057558_1,arc,0
SRR12057558_1,v1,0
SRR12057558_1,v2,0
SRR12057558_1,v3,0
SRR12057558_2,arc,151
SRR12057558_2,v1,636
SRR12057558_2,v2,3094
SRR12057558_2,v3,193462
SRR12057558_3,arc,38
SRR12057558_3,v1,577
SRR12057558_3,v2,33
SRR12057558_3,v3,380
SRR12057559_1,arc,0
SRR12057559_1,v1,0
SRR12057559_1,v2,0
SRR12057559_1,v3,0
SRR12057559_2,arc,215
SRR12057559_2,v1,811
SRR12057559_2,v2,3108
SRR12057559_2,v3,193650
SRR12057559_3,arc,21
SRR12057559_3,v1,583
SRR12057559_3,v2,29
SRR12057559_3,v3,402
SRR12057560_1,arc,0
SRR12057560_1,v1,0
SRR12057560_1,v2,0
SRR12057560_1,v3,0
SRR12057560_2,arc,227
SRR12057560_2,v1,758
SRR12057560_2,v2,3189
SRR12057560_2,v3,193187
SRR12057560_3,arc,26
SRR12057560_3,v1,551
SRR12057560_3,v2,37
SRR12057560_3,v3,393
SRR12103752_1,arc,111
SRR12103752_1,v1,720
SRR12103752_1,v2,2578
SRR12103752_1,v3,189028
SRR12103752_2,arc,17
SRR12103752_2,v1,500
SRR12103752_2,v2,20
SRR12103752_2,v3,253
SRR12103752_3,arc,0
SRR12103752_3,v1,0
SRR12103752_3,v2,0
SRR12103752_3,v3,0
SRR12103753_1,arc,114
SRR12103753_1,v1,746
SRR12103753_1,v2,2617
SRR12103753_1,v3,189450
SRR12103753_2,arc,27
SRR12103753_2,v1,494
SRR12103753_2,v2,27
SRR12103753_2,v3,251
SRR12103753_3,arc,0
SRR12103753_3,v1,0
SRR12103753_3,v2,0
SRR12103753_3,v3,0
SRR12103754_1,arc,110
SRR12103754_1,v1,679
SRR12103754_1,v2,2664
SRR12103754_1,v3,188840
SRR12103754_2,arc,19
SRR12103754_2,v1,490
SRR12103754_2,v2,38
SRR12103754_2,v3,262
SRR12103754_3,arc,0
SRR12103754_3,v1,0
SRR12103754_3,v2,0
SRR12103754_3,v3,0
SRR12103755_1,arc,102
SRR12103755_1,v1,764
SRR12103755_1,v2,2588
SRR12103755_1,v3,189091
SRR12103755_2,arc,24
SRR12103755_2,v1,499
SRR12103755_2,v2,18
SRR12103755_2,v3,267
SRR12103755_3,arc,0
SRR12103755_3,v1,0
SRR12103755_3,v2,0
SRR12103755_3,v3,0
SRR12103756_1,arc,277
SRR12103756_1,v1,538
SRR12103756_1,v2,2830
SRR12103756_1,v3,186786
SRR12103756_2,arc,18
SRR12103756_2,v1,556
SRR12103756_2,v2,20
SRR12103756_2,v3,267
SRR12103756_3,arc,0
SRR12103756_3,v1,0
SRR12103756_3,v2,0
SRR12103756_3,v3,0
SRR12103757_1,arc,297
SRR12103757_1,v1,503
SRR12103757_1,v2,2679
SRR12103757_1,v3,187434
SRR12103757_2,arc,22
SRR12103757_2,v1,562
SRR12103757_2,v2,18
SRR12103757_2,v3,250
SRR12103757_3,arc,0
SRR12103757_3,v1,0
SRR12103757_3,v2,0
SRR12103757_3,v3,0
SRR12103758_1,arc,277
SRR12103758_1,v1,514
SRR12103758_1,v2,2738
SRR12103758_1,v3,186727
SRR12103758_2,arc,21
SRR12103758_2,v1,516
SRR12103758_2,v2,21
SRR12103758_2,v3,271
SRR12103758_3,arc,0
SRR12103758_3,v1,0
SRR12103758_3,v2,0
SRR12103758_3,v3,0
SRR12103759_1,arc,298
SRR12103759_1,v1,514
SRR12103759_1,v2,2715
SRR12103759_1,v3,187103
SRR12103759_2,arc,26
SRR12103759_2,v1,488
SRR12103759_2,v2,22
SRR12103759_2,v3,240
SRR12103759_3,arc,0
SRR12103759_3,v1,0
SRR12103759_3,v2,0
SRR12103759_3,v3,0
SRR12103760_1,arc,182
SRR12103760_1,v1,634
SRR12103760_1,v2,2350
SRR12103760_1,v3,189431
SRR12103760_2,arc,19
SRR12103760_2,v1,546
SRR12103760_2,v2,22
SRR12103760_2,v3,256
SRR12103760_3,arc,0
SRR12103760_3,v1,0
SRR12103760_3,v2,0
SRR12103760_3,v3,0
SRR12103761_1,arc,172
SRR12103761_1,v1,667
SRR12103761_1,v2,2462
SRR12103761_1,v3,189957
SRR12103761_2,arc,26
SRR12103761_2,v1,523
SRR12103761_2,v2,22
SRR12103761_2,v3,232
SRR12103761_3,arc,0
SRR12103761_3,v1,0
SRR12103761_3,v2,0
SRR12103761_3,v3,0
SRR12103762_1,arc,175
SRR12103762_1,v1,621
SRR12103762_1,v2,2341
SRR12103762_1,v3,189084
SRR12103762_2,arc,16
SRR12103762_2,v1,500
SRR12103762_2,v2,19
SRR12103762_2,v3,284
SRR12103762_3,arc,0
SRR12103762_3,v1,0
SRR12103762_3,v2,0
SRR12103762_3,v3,0
SRR12103763_1,arc,159
SRR12103763_1,v1,649
SRR12103763_1,v2,2377
SRR12103763_1,v3,189676
SRR12103763_2,arc,26
SRR12103763_2,v1,526
SRR12103763_2,v2,32
SRR12103763_2,v3,280
SRR12103763_3,arc,0
SRR12103763_3,v1,0
SRR12103763_3,v2,0
SRR12103763_3,v3,0
SRR12103764_1,arc,352
SRR12103764_1,v1,885
SRR12103764_1,v2,2911
SRR12103764_1,v3,188483
SRR12103764_2,arc,29
SRR12103764_2,v1,435
SRR12103764_2,v2,21
SRR12103764_2,v3,257
SRR12103764_3,arc,0
SRR12103764_3,v1,0
SRR12103764_3,v2,0
SRR12103764_3,v3,0
SRR12103765_1,arc,309
SRR12103765_1,v1,843
SRR12103765_1,v2,2865
SRR12103765_1,v3,188873
SRR12103765_2,arc,29
SRR12103765_2,v1,479
SRR12103765_2,v2,20
SRR12103765_2,v3,235
SRR12103765_3,arc,0
SRR12103765_3,v1,0
SRR12103765_3,v2,0
SRR12103765_3,v3,0
SRR12103766_1,arc,311
SRR12103766_1,v1,868
SRR12103766_1,v2,2867
SRR12103766_1,v3,188306
SRR12103766_2,arc,24
SRR12103766_2,v1,429
SRR12103766_2,v2,28
SRR12103766_2,v3,213
SRR12103766_3,arc,0
SRR12103766_3,v1,0
SRR12103766_3,v2,0
SRR12103766_3,v3,0
SRR12103767_1,arc,331
SRR12103767_1,v1,872
SRR12103767_1,v2,2937
SRR12103767_1,v3,188446
SRR12103767_2,arc,17
SRR12103767_2,v1,492
SRR12103767_2,v2,22
SRR12103767_2,v3,243
SRR12103767_3,arc,0
SRR12103767_3,v1,0
SRR12103767_3,v2,0
SRR12103767_3,v3,0
SRR12125807_1,arc,0
SRR12125807_1,v1,0
SRR12125807_1,v2,0
SRR12125807_1,v3,0
SRR12125807_2,arc,279
SRR12125807_2,v1,978
SRR12125807_2,v2,2775
SRR12125807_2,v3,190855
SRR12125807_3,arc,13
SRR12125807_3,v1,282
SRR12125807_3,v2,10
SRR12125807_3,v3,121
SRR12125808_1,arc,0
SRR12125808_1,v1,0
SRR12125808_1,v2,0
SRR12125808_1,v3,0
SRR12125808_2,arc,196
SRR12125808_2,v1,1163
SRR12125808_2,v2,3805
SRR12125808_2,v3,190117
SRR12125808_3,arc,17
SRR12125808_3,v1,217
SRR12125808_3,v2,14
SRR12125808_3,v3,121
SRR12125809_1,arc,0
SRR12125809_1,v1,0
SRR12125809_1,v2,0
SRR12125809_1,v3,0
SRR12125809_2,arc,114
SRR12125809_2,v1,519
SRR12125809_2,v2,4638
SRR12125809_2,v3,190087
SRR12125809_3,arc,20
SRR12125809_3,v1,283
SRR12125809_3,v2,18
SRR12125809_3,v3,160
SRR12145636_1,arc,0
SRR12145636_1,v1,0
SRR12145636_1,v2,0
SRR12145636_1,v3,0
SRR12145636_2,arc,71
SRR12145636_2,v1,690
SRR12145636_2,v2,193823
SRR12145636_2,v3,22141
SRR12145636_3,arc,16
SRR12145636_3,v1,487
SRR12145636_3,v2,71
SRR12145636_3,v3,296
SRR12145637_1,arc,0
SRR12145637_1,v1,0
SRR12145637_1,v2,0
SRR12145637_1,v3,0
SRR12145637_2,arc,102
SRR12145637_2,v1,700
SRR12145637_2,v2,193322
SRR12145637_2,v3,22437
SRR12145637_3,arc,17
SRR12145637_3,v1,520
SRR12145637_3,v2,58
SRR12145637_3,v3,306
SRR12145638_1,arc,0
SRR12145638_1,v1,0
SRR12145638_1,v2,0
SRR12145638_1,v3,0
SRR12145638_2,arc,104
SRR12145638_2,v1,639
SRR12145638_2,v2,193206
SRR12145638_2,v3,22208
SRR12145638_3,arc,17
SRR12145638_3,v1,519
SRR12145638_3,v2,56
SRR12145638_3,v3,280
SRR12145639_1,arc,0
SRR12145639_1,v1,0
SRR12145639_1,v2,0
SRR12145639_1,v3,0
SRR12145639_2,arc,72
SRR12145639_2,v1,660
SRR12145639_2,v2,194036
SRR12145639_2,v3,22166
SRR12145639_3,arc,13
SRR12145639_3,v1,538
SRR12145639_3,v2,50
SRR12145639_3,v3,312
SRR12145640_1,arc,0
SRR12145640_1,v1,0
SRR12145640_1,v2,0
SRR12145640_1,v3,0
SRR12145640_2,arc,179
SRR12145640_2,v1,397
SRR12145640_2,v2,190996
SRR12145640_2,v3,20095
SRR12145640_3,arc,25
SRR12145640_3,v1,500
SRR12145640_3,v2,60
SRR12145640_3,v3,284
SRR12145641_1,arc,0
SRR12145641_1,v1,0
SRR12145641_1,v2,0
SRR12145641_1,v3,0
SRR12145641_2,arc,182
SRR12145641_2,v1,392
SRR12145641_2,v2,189456
SRR12145641_2,v3,20382
SRR12145641_3,arc,25
SRR12145641_3,v1,493
SRR12145641_3,v2,47
SRR12145641_3,v3,282
SRR12145642_1,arc,0
SRR12145642_1,v1,0
SRR12145642_1,v2,0
SRR12145642_1,v3,0
SRR12145642_2,arc,343
SRR12145642_2,v1,689
SRR12145642_2,v2,191297
SRR12145642_2,v3,20641
SRR12145642_3,arc,23
SRR12145642_3,v1,493
SRR12145642_3,v2,63
SRR12145642_3,v3,283
SRR12145643_1,arc,0
SRR12145643_1,v1,0
SRR12145643_1,v2,0
SRR12145643_1,v3,0
SRR12145643_2,arc,311
SRR12145643_2,v1,728
SRR12145643_2,v2,191374
SRR12145643_2,v3,20393
SRR12145643_3,arc,19
SRR12145643_3,v1,470
SRR12145643_3,v2,52
SRR12145643_3,v3,243
SRR12145644_1,arc,0
SRR12145644_1,v1,0
SRR12145644_1,v2,0
SRR12145644_1,v3,0
SRR12145644_2,arc,286
SRR12145644_2,v1,728
SRR12145644_2,v2,192460
SRR12145644_2,v3,20699
SRR12145644_3,arc,27
SRR12145644_3,v1,479
SRR12145644_3,v2,58
SRR12145644_3,v3,235
SRR13481677_1,arc,0
SRR13481677_1,v1,0
SRR13481677_1,v2,0
SRR13481677_1,v3,0
SRR13481677_2,arc,266
SRR13481677_2,v1,655
SRR13481677_2,v2,180089
SRR13481677_2,v3,19132
SRR13481677_3,arc,29
SRR13481677_3,v1,539
